KodeID	KodeNavn	Tekst	Niva0ID	Niva0Navn	Niva0SortID	Niva1ID	Niva1Navn	Niva2ID	Niva2Navn	Niva3ID	Niva3Navn	Niva4ID	Niva4Navn	MNiva	LasteSeq
M0093	M0093 - Uspesifisert pyogen artritt i håndledd	M0093 - Uspesifisert pyogen artritt i håndledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
M0094	M0094 - Uspesifisert pyogen artritt i ledd mellom knokler i hånd	M0094 - Uspesifisert pyogen artritt i ledd mellom knokler i hånd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
M0095	M0095 - Uspesifisert pyogen artritt i hofteledd eller sakroiliakalledd	M0095 - Uspesifisert pyogen artritt i hofteledd eller sakroiliakalledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
M0096	M0096 - Uspesifisert pyogen artritt i kneledd	M0096 - Uspesifisert pyogen artritt i kneledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
M1002	M1002 - Idiopatisk urinsyregikt i albue	M1002 - Idiopatisk urinsyregikt i albue	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M05-M14	M05-M14 - Inflammatoriske polyartropatier	M10	M10 - Urinsyregikt (arthritis urica)	M100	M100 - Idiopatisk urinsyregikt	6	NULL
M123	M123 - Palindromisk revmatisme	M123 - Palindromisk revmatisme	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M05-M14	M05-M14 - Inflammatoriske polyartropatier	M12	M12 - Andre spesifiserte leddlidelser	M123	M123 - Palindromisk revmatisme	5	NULL
M152	M152 - Bouchards knuter med leddlidelse	M152 - Bouchards knuter med leddlidelse	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M15-M19	M15-M19 - Artroser (arthrosis)	M15	M15 - Polyartrose (polyartrosis)	M152	M152 - Bouchards knuter med leddlidelse	5	NULL
M169	M169 - Uspesifisert hofteleddsartrose	M169 - Uspesifisert hofteleddsartrose	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M15-M19	M15-M19 - Artroser (arthrosis)	M16	M16 - Hofteleddsartrose (coxarthrosis)	M169	M169 - Uspesifisert hofteleddsartrose	5	NULL
M0097	M0097 - Uspesifisert pyogen artritt i ankel eller ledd mellom knokler i fot	M0097 - Uspesifisert pyogen artritt i ankel eller ledd mellom knokler i fot	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
M0098	M0098 - Uspesifisert pyogen artritt i annen lokalisasjon	M0098 - Uspesifisert pyogen artritt i annen lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
M0099	M0099 - Uspesifisert pyogen artritt i uspesifisert lokalisasjon	M0099 - Uspesifisert pyogen artritt i uspesifisert lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M00	M00 - Pyogen artritt (arthritis pyogenes)	M009	M009 - Uspesifisert pyogen artritt	6	NULL
M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	4	NULL
M0100	M0100 - Meningokokkartritt i flere lokalisasjoner	M0100 - Meningokokkartritt i flere lokalisasjoner	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M0101	M0101 - Meningokokkartritt i skulderregionen	M0101 - Meningokokkartritt i skulderregionen	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M0102	M0102 - Meningokokkartritt i albue	M0102 - Meningokokkartritt i albue	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M0103	M0103 - Meningokokkartritt i håndledd	M0103 - Meningokokkartritt i håndledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M0104	M0104 - Meningokokkartritt i ledd mellom knokler i hånd	M0104 - Meningokokkartritt i ledd mellom knokler i hånd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M0105	M0105 - Meningokokkartritt i hofteledd eller sakroiliakalledd	M0105 - Meningokokkartritt i hofteledd eller sakroiliakalledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M0106	M0106 - Meningokokkartritt i kneledd	M0106 - Meningokokkartritt i kneledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M0107	M0107 - Meningokokkartritt i ankel eller ledd mellom knokler i fot	M0107 - Meningokokkartritt i ankel eller ledd mellom knokler i fot	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M0108	M0108 - Meningokokkartritt i annen lokalisasjon	M0108 - Meningokokkartritt i annen lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M0109	M0109 - Meningokokkartritt i uspesifisert lokalisasjon	M0109 - Meningokokkartritt i uspesifisert lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M010	M010 - Meningokokkartritt	6	NULL
M1916	M1916 - Posttraumatisk artrose i kneledd	M1916 - Posttraumatisk artrose i kneledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M15-M19	M15-M19 - Artroser (arthrosis)	M19	M19 - Annen artrose	M191	M191 - Posttraumatisk artrose i annet ledd	6	NULL
M200	M200 - Ervervet fingerdeformitet	M200 - Ervervet fingerdeformitet	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M20-M25	M20-M25 - Andre leddlidelser	M20	M20 - Ervervede deformiteter i fingre og tær	M200	M200 - Ervervet fingerdeformitet	5	NULL
M21	M21 - Andre ervervede deformiteter i ekstremiteter	M21 - Andre ervervede deformiteter i ekstremiteter	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M20-M25	M20-M25 - Andre leddlidelser	M21	M21 - Andre ervervede deformiteter i ekstremiteter	M21	M21 - Andre ervervede deformiteter i ekstremiteter	4	NULL
M0110	M0110 - Tuberkuløs artritt i flere lokalisasjoner	M0110 - Tuberkuløs artritt i flere lokalisasjoner	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M0111	M0111 - Tuberkuløs artritt i skulderregionen	M0111 - Tuberkuløs artritt i skulderregionen	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M0112	M0112 - Tuberkuløs artritt i albue	M0112 - Tuberkuløs artritt i albue	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M0113	M0113 - Tuberkuløs artritt i håndledd	M0113 - Tuberkuløs artritt i håndledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M0114	M0114 - Tuberkuløs artritt i ledd mellom knokler i hånd	M0114 - Tuberkuløs artritt i ledd mellom knokler i hånd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M0115	M0115 - Tuberkuløs artritt i hofteledd eller sakroiliakalledd	M0115 - Tuberkuløs artritt i hofteledd eller sakroiliakalledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M0116	M0116 - Tuberkuløs artritt i kneledd	M0116 - Tuberkuløs artritt i kneledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M0117	M0117 - Tuberkuløs artritt i ankel eller ledd mellom knokler i fot	M0117 - Tuberkuløs artritt i ankel eller ledd mellom knokler i fot	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M0118	M0118 - Tuberkuløs artritt i annen lokalisasjon	M0118 - Tuberkuløs artritt i annen lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M0119	M0119 - Tuberkuløs artritt i uspesifisert lokalisasjon	M0119 - Tuberkuløs artritt i uspesifisert lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M011	M011 - Tuberkuløs artritt	6	NULL
M012	M012 - Artritt ved borreliose	M012 - Artritt ved borreliose	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	5	NULL
M0120	M0120 - Artritt ved borreliose, i flere lokalisasjoner	M0120 - Artritt ved borreliose, i flere lokalisasjoner	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
M0121	M0121 - Artritt ved borreliose, i skulderregionen	M0121 - Artritt ved borreliose, i skulderregionen	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
M0122	M0122 - Artritt ved borreliose, i albue	M0122 - Artritt ved borreliose, i albue	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
M014	M014 - Rubellaartritt	M014 - Rubellaartritt	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M014	M014 - Rubellaartritt	5	NULL
M016	M016 - Artritt ved soppsykdom	M016 - Artritt ved soppsykdom	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M016	M016 - Artritt ved soppsykdom	5	NULL
M02	M02 - Reaktive leddlidelser	M02 - Reaktive leddlidelser	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M02	M02 - Reaktive leddlidelser	M02	M02 - Reaktive leddlidelser	4	NULL
M020	M020 - Leddlidelse etter tarm-«bypass»	M020 - Leddlidelse etter tarm-«bypass»	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M02	M02 - Reaktive leddlidelser	M020	M020 - Leddlidelse etter tarm-«bypass»	5	NULL
M0123	M0123 - Artritt ved borreliose, i håndledd	M0123 - Artritt ved borreliose, i håndledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
M0124	M0124 - Artritt ved borreliose, i ledd mellom knokler i hånd	M0124 - Artritt ved borreliose, i ledd mellom knokler i hånd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
M0125	M0125 - Artritt ved borreliose, i hofteledd eller sakroiliakalledd	M0125 - Artritt ved borreliose, i hofteledd eller sakroiliakalledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
M0126	M0126 - Artritt ved borreliose, i kneledd	M0126 - Artritt ved borreliose, i kneledd	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
M0127	M0127 - Artritt ved borreliose, i ankel eller ledd mellom knokler i fot	M0127 - Artritt ved borreliose, i ankel eller ledd mellom knokler i fot	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
M0128	M0128 - Artritt ved borreliose, i annen lokalisasjon	M0128 - Artritt ved borreliose, i annen lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
M0129	M0129 - Artritt ved borreliose, i uspesifisert lokalisasjon	M0129 - Artritt ved borreliose, i uspesifisert lokalisasjon	Kapittel XIII	Kapittel XIII - (M00-M99) Sykdommer i muskel-skjelettsystemet og bindevev	NULL	M00-M25	M00-M25 - Leddlidelser	M00-M03	M00-M03 - Infeksiøse leddlidelser	M01	M01 - Direkte leddinfeksjon ved infeksjonssykdommer og parasittsykdommer klassifisert annet sted	M012	M012 - Artritt ved borreliose	6	NULL
